"정본CSV행번호","감사정본행번호","업소명","소재지도로명주소","소재지지번주소","현재위도","현재경도","현재좌표검증상태","감사제안위도","감사제안경도","POI상호","POI도로명주소","POI지번주소","좌표출처","좌표출처URL","권장좌표검증상태","감사판정","검토결정","정본반영여부","검토메모"
"458","458","한우리매운탕","파주시 파평면 장승배기로 173-8","경기도 파주시 파평면 율곡리 277-3","37.8808101224","126.8138654223","재확인 필요","37.880782","126.813894","한우리매운탕","경기 파주시 파평면 장승배기로 173-8","경기 파주시 파평면 율곡리 277-3","네이버 지도","https://map.naver.com/p/search/%ED%95%9C%EC%9A%B0%EB%A6%AC%EB%A7%A4%EC%9A%B4%ED%83%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%ED%8F%89%EB%A9%B4%20%EC%9E%A5%EC%8A%B9%EB%B0%B0%EA%B8%B0%EB%A1%9C%20173-8","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"437","437","해민도예","파주시 탄현면 새오리로 209-19","경기도 파주시 탄현면 대동리 93-11","37.8009463192","126.6874309931","재확인 필요","37.800925","126.6873875","해민도예","경기 파주시 탄현면 새오리로 209-19","경기 파주시 탄현면 대동리 93-11","네이버 지도","https://map.naver.com/p/search/%ED%95%B4%EB%AF%BC%EB%8F%84%EC%98%88%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%EC%83%88%EC%98%A4%EB%A6%AC%EB%A1%9C%20209-19","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"86","86","해울한정식","파주시 지목로 65 (신촌동)","경기도 파주시 신촌동 70-16","37.726571373","126.6990443559","재확인 필요","37.7268212","126.6985817","해울한정식","경기 파주시 지목로 65 해울한정식","경기 파주시 신촌동 70-16","네이버 지도","https://map.naver.com/p/search/%ED%95%B4%EC%9A%B8%ED%95%9C%EC%A0%95%EC%8B%9D%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A7%80%EB%AA%A9%EB%A1%9C%2065%20%28%EC%8B%A0%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"198","198","헤어갤러리","파주시 문산읍 문산로26번길 2","경기도 파주시 문산읍 문산리 42-23","37.8572216994","126.7821096753","재확인 필요","37.8573065","126.7820609","헤어갤러리","경기 파주시 문산읍 문산로26번길 2","경기 파주시 문산읍 문산리 42-23","네이버 지도","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EA%B0%A4%EB%9F%AC%EB%A6%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%EC%82%B0%EB%A1%9C26%EB%B2%88%EA%B8%B8%202","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"100","100","헤어그린","파주시 새꽃로 208 (아동동)","경기도 파주시 아동동 356-2","37.7656719111","126.7756464988","재확인 필요","37.765668","126.7756238","헤어그린","경기 파주시 새꽃로 208 광성조명","경기 파주시 아동동 356-2","네이버 지도","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EA%B7%B8%EB%A6%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%83%88%EA%BD%83%EB%A1%9C%20208%20%28%EC%95%84%EB%8F%99%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 건물명 상세 표기 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"421","421","DMZ장단콩두부마을","파주시 탄현면 평화로 902","경기도 파주시 탄현면 성동리 279","37.7861443704","126.6896376981","재확인 필요","37.7861082","126.6896057","DMZ장단콩두부마을","경기 파주시 탄현면 평화로 902 장단콩두부마을","경기 파주시 탄현면 성동리 279","네이버 지도","https://map.naver.com/p/search/DMZ%EC%9E%A5%EB%8B%A8%EC%BD%A9%EB%91%90%EB%B6%80%EB%A7%88%EC%9D%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%ED%8F%89%ED%99%94%EB%A1%9C%20902","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"199","199","M 모텔","파주시 문산읍 문향로 87-1","경기도 파주시 문산읍 선유리 950-85","37.8594487596","126.7865381201","재확인 필요","","","M모텔","경기 파주시 문산읍 문향로 87-1","경기 파주시 문산읍 선유리 952-14","네이버 지도","https://map.naver.com/p/search/M%20%EB%AA%A8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2087-1","미확인","보류","보류","아니오","2026-09-10 네이버 지도 상세 POI 대조 결과 상호와 도로명 건물번호는 일치하나 정본 지번 선유리 950-85와 지도 지번 선유리 952-14가 불일치하여 보류함"
"154","154","거북이삼겹살","경기도 동두천시 생연로175, 1층(생연동)","","37.9081428","127.0526481","확인 완료","37.9081428","127.0526481","거북이 삼겹살&숯불갈비","경기도 동두천시 생연로 175 1층","경기도 동두천시 생연동 586-6 1층","네이버 지도","https://map.naver.com/p/entry/place/1637951605","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 띄어쓰기와 확장 표기 외 상호·도로명·건물번호·1층이 일치; 2026-09-10 canonical 좌표 반영 완료"
"155","155","고기싸롱","경기도 동두천시 평화로2313번길 7-26(지행동)","","37.8931252","127.0564689","확인 완료","37.8931252","127.0564689","고기싸롱 동두천지행점","경기도 동두천시 평화로2313번길 7-26 101호~102호","경기도 동두천시 지행동 731-2 101호~102호","네이버 지도","https://map.naver.com/p/entry/place/1473511140","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지점명 보완과 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"157","157","그집순대국","경기도 동두천시 장고갯로157, 제1동(생연동)","","37.908939","127.0652922","확인 완료","37.9088903","127.0654621","그집순대국 본점","경기도 동두천시 장고갯로 157 제1동(생연동)","경기도 동두천시 생연동 219-4 제1동","네이버 지도","https://map.naver.com/p/entry/place/21728036","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 본점 표기 외 상호·도로명·건물번호·제1동 일치; 2026-09-10 canonical 좌표 반영 완료"
"188","188","빨간풍차제과점","경기도 동두천시 동광로78번길 4(생연동)","","37.908671","127.056708","확인 완료","37.9086992","127.0567007","유재학빨간풍차과자점","경기도 동두천시 동광로78번길 4","경기도 동두천시 생연동 620-3","네이버 지도","https://map.naver.com/p/entry/place/38275614","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 고유 상호와 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"130","130","신성순 헤어아트","경기도 동두천시 중앙로278, 2층(생연동)","","37.9062244","127.0543695","확인 완료","37.9062335","127.0543694","신성순헤어아트 중앙로점","경기도 동두천시 중앙로 278","경기도 동두천시 생연동 601-20","네이버 지도","https://map.naver.com/p/entry/place/18008034","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지점 표기 외 상호·도로명·건물번호·2층 일치; 2026-09-10 canonical 좌표 반영 완료"
"132","132","안다미로","경기도 동두천시 지행로107번길 13(지행동)","","37.8930315","127.0592205","확인 완료","37.8930555","127.0592197","안다미로 헤어","경기도 동두천시 지행로107번길 13","경기도 동두천시 지행동 294-2","네이버 지도","https://map.naver.com/p/entry/place/1354770437","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 헤어 확장 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"133","133","에이치H헤어","경기도 동두천시 중앙로134-26, 1층 105호(지행동)","","37.8931681","127.0538155","확인 완료","37.893168","127.0538155","H 헤어","경기도 동두천시 중앙로 134-26 1층 105호(지행동)","경기도 동두천시 지행동 694-2 1층 105호","네이버 지도","https://map.naver.com/p/entry/place/37761475","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 한글·영문 표기 차이 외 도로명·건물번호·1층 105호 일치; 2026-09-10 canonical 좌표 반영 완료"
"171","171","우막산순대국","경기도 동두천시 평화로2261번길 22(지행동)","","37.8902959","127.0565284","확인 완료","37.8903019","127.0563986","우막산순대국 본점","경기도 동두천시 평화로2261번길 22 우막산순대국","경기도 동두천시 지행동 736-5 우막산순대국","네이버 지도","https://map.naver.com/p/entry/place/1389131013","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 본점 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"172","172","유경장작구이","경기도 동두천시 평화로2910번길 10(상봉암동)","","37.9459138","127.0617488","확인 완료","37.946024","127.0618104","유경참나무장작구이","경기도 동두천시 평화로2910번길 10","경기도 동두천시 상봉암동 140-9","네이버 지도","https://map.naver.com/p/entry/place/12017433","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 참나무 확장 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"134","134","이선희헤어샵","경기도 동두천시 삼육사로896, 1층(생연동)","","37.90003","127.0495185","확인 완료","37.8998856","127.0495467","이선희헤어샵 동두천","경기도 동두천시 삼육사로 896 1층","경기도 동두천시 생연동 806-3 1층","네이버 지도","https://map.naver.com/p/entry/place/1528257856","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지역명 추가 외 상호·도로명·건물번호·1층 일치; 2026-09-10 canonical 좌표 반영 완료"
"175","175","일미담","경기도 동두천시 동광로73, 1층(생연동)","","37.9088932","127.056332","확인 완료","37.9088435","127.0562832","일미담 동두천점","경기도 동두천시 동광로 73","경기도 동두천시 생연동 615-5","네이버 지도","https://map.naver.com/p/entry/place/1042044607","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지점 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"152","152","제이(J)모텔","경기도 동두천시 동두천로247-13(생연동)","","37.9036831","127.0550199","확인 완료","37.9037016","127.0550145","제이모텔","경기도 동두천시 동두천로 247-13","경기도 동두천시 생연2동 673-5","네이버 지도","https://map.naver.com/p/entry/place/18983755","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 괄호 영문 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"177","177","좋은날식당","경기도 동두천시 중앙로265번길 23(생연동)","","37.9052627","127.0525376","확인 완료","37.9052765","127.0525228","좋은날","경기도 동두천시 중앙로265번길 23","경기도 동두천시 생연동 659-33","네이버 지도","https://map.naver.com/p/entry/place/1260895432","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 식당 접미어 생략 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"190","190","청년다방","경기도 동두천시 평화로2261번길 9-6(지행동)","","37.8894468","127.0558675","확인 완료","37.8894468","127.0558673","청년다방 동두천지행점","경기도 동두천시 평화로2261번길 9-6 청년다방","경기도 동두천시 지행동 738-9 청년다방","네이버 지도","https://map.naver.com/p/entry/place/1466909999","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지점명과 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"180","180","촌가","경기도 동두천시 중앙로273번길 30, 1층(생연동)","","37.9062452","127.0524678","확인 완료","37.9062319","127.0524858","촌가전통민속주점","경기도 동두천시 중앙로273번길 30","경기도 동두천시 생연동 588-53","네이버 지도","https://map.naver.com/p/entry/place/1083061337","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 고유 상호 포함 및 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"191","191","커피&유","경기도 동두천시 정장로17번길 20, 1층(생연동)","","37.9054146","127.0530295","확인 완료","37.9054364","127.0530017","커피앤유 커피","경기도 동두천시 정장로17번길 20 동두천시정장로17번길20","경기도 동두천시 생연동 659-2 동두천시정장로17번길20","네이버 지도","https://map.naver.com/p/entry/place/1281441175","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 기호·한글 표기와 업종 접미어 차이 외 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"337","337","가마골 백숙","경기도 양주시 장흥면 북한산로 1028","","37.7135996","126.9713192","확인 완료","37.7135963","126.9713075","가마골백숙","경기도 양주시 장흥면 북한산로 1028 1층","경기도 양주시 장흥면 교현리 152-15 1층","네이버 지도","https://map.naver.com/p/entry/place/34301375","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 띄어쓰기 차이 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"339","339","거시기닭갈비","경기도 양주시 엄상동길 22-25","","37.8302412","127.067514","확인 완료","37.8302159","127.0675042","거시기닭갈비 덕정본점","경기도 양주시 엄상동길 22-25","경기도 양주시 고암동 157-6","네이버 지도","https://map.naver.com/p/entry/place/18085815","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 덕정본점·도로명·건물번호가 단일 POI와 일치; 전화번호 끝자리 차이는 위치 근거와 분리해 비고로 보존; 2026-09-10 canonical 좌표 반영 완료"
"349","349","등촌칼국수","경기도 양주시 백석읍 고릉말로150번길 28 (1층)","","37.7958921","126.990685","확인 완료","37.7959513","126.9906235","등촌샤브칼국수백석점","경기도 양주시 백석읍 고릉말로150번길 28","경기도 양주시 백석읍 오산리 38-4","네이버 지도","https://map.naver.com/p/entry/place/18302843","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 브랜드 축약 표기 외 백석점·도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"352","352","본도시락 덕정점","경기도 양주시 독바위로 9","","37.840385","127.0629577","확인 완료","37.8402867","127.0629273","본도시락 양주덕정점","경기도 양주시 독바위로 9 1층 5호","경기도 양주시 덕정동 288 1층 5호","네이버 지도","https://map.naver.com/p/entry/place/1112259483","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 동일 덕정 지점·도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"353","353","산하식당","경기도 양주시 백석읍 기산로 410","","37.7758038","126.9356199","확인 완료","37.7761179","126.9358294","산하","경기도 양주시 백석읍 기산로 410","경기도 양주시 백석읍 기산리 397","네이버 지도","https://map.naver.com/p/entry/place/11707038","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 식당 접미어 생략 외 도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"358","358","야한소갈비살","경기도 양주시 엄상동길 30-3","","37.8312313","127.0678814","확인 완료","37.8312401","127.0678553","야한소갈비살 덕정점","경기도 양주시 엄상동길 30-3","경기도 양주시 고암동 140-2","네이버 지도","https://map.naver.com/p/entry/place/18299457","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 동일 덕정 지점·도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"360","360","이시돌선생의 약선도가","경기도 양주시 장흥면 권율로 88","","37.7227921","126.9477588","확인 완료","37.722948","126.9478917","약선도가","경기도 양주시 장흥면 권율로 88 그린숲타운 105동 206호","경기도 양주시 장흥면 일영리 41-4 그린숲타운 105동 206호","네이버 지도","https://map.naver.com/p/entry/place/37398056","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 핵심 상호·도로명·건물번호와 공식 홈페이지·전화번호 끝자리 일치; 2026-09-10 canonical 좌표 반영 완료"
"364","364","쪽삼","경기도 양주시 어하고개로 56, 1층","","37.8115125","127.1026878","확인 완료","37.8113185","127.1023444","쪽삼 양주본점","경기도 양주시 어하고개로 56","경기도 양주시 삼숭동 488-3","네이버 지도","https://map.naver.com/p/entry/place/1012317606","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 양주본점·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"367","367","페트라숯불구이","경기도 양주시 장흥면 일영로 601-100","","37.6967764","126.9236196","확인 완료","37.6970387","126.923778","페트라숯불구이 장흥본점","경기도 양주시 장흥면 일영로 601-100","경기도 양주시 장흥면 삼상리 397-4","네이버 지도","https://map.naver.com/p/entry/place/11720412","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 장흥본점·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
