"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택상태","좌표검토상태","지도표시정책","혜택검토상태","출시판정","좌표검토행수","혜택검토행수","정본반영여부"
"460","돈앤카우","경기도","포천시","경기도 포천시 소흘읍 송우로 53, 111호","","확인 필요","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"461","제부도디앤와이펜션","경기도","화성시","경기도 화성시 만세구서신면해안길114(서신면제부리)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"462","동타안","경기도","화성시","경기도 화성시 동탄구동탄반송1길231층 (반송동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"463","고스트헤어(검단신도시점)","인천광역시","검단구","인천광역시 검단구발산로41205호(원당동, 정석프라자)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"464","성문한식뷔페","인천광역시","검단구","인천광역시 검단구이음4로42(원당동, 2층 210호~214호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"465","모아닭강정","인천광역시","남동구","인천광역시 남동구구월로372번길46(만수동, 1층 101호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"466","석바위칼국수","인천광역시","미추홀구","인천광역시 미추홀구경원대로852번길9(주안동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"467","수상한 전집","인천광역시","미추홀구","인천광역시 미추홀구인하로254(주안동, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"468","순석닭강정","인천광역시","미추홀구","인천광역시 미추홀구용정공원로83번길43,105호(용현동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"469","인천GS25(학익대박점)","인천광역시","미추홀구","인천광역시 미추홀구노적산로70(학익동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"470","족발야시장(인천용현점)","인천광역시","미추홀구","인천광역시 미추홀구매소홀로69(용현동, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"471","까페신기촌","인천광역시","미추홀구","인천광역시 미추홀구인하로247번길1(주안동, 1층 까페신기촌)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"472","카페 1990","인천광역시","미추홀구","인천광역시 미추홀구노적산로60(학익동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"473","커피놀이터","인천광역시","미추홀구","인천광역시 미추홀구한나루로353- 1(학익동, 2층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"474","헤어스케치(옥련동)","인천광역시","연수구","인천광역시 연수구능허대로79번길65(옥련동, 현대3차상가 2층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"475","계수나무집(한식)","인천광역시","연수구","인천광역시 연수구샘말로44번길13(연수동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"476","달쭈꾸미 월미도 본점","인천광역시","제물포구","인천광역시 제물포구월미문화로39(북성동1가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"477","더 이로운","인천광역시","제물포구","인천광역시 제물포구우현로87번길28(인현동, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"478","럭키차이나","인천광역시","제물포구","인천광역시 제물포구차이나타운로47- 1(북성동3가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"479","럭키차이나(차이나타운점)","인천광역시","제물포구","인천광역시 제물포구차이나타운로48(송월동3가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"480","미미진","인천광역시","제물포구","인천광역시 제물포구차이나타운로27(북성동3가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"481","화평동372 더봉지식당","인천광역시","제물포구","인천광역시 제물포구화도진로75(화평동, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"482","미투커피","인천광역시","제물포구","인천광역시 제물포구월미문화로39(북성동1가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"483","설빙)인천월미도점","인천광역시","제물포구","인천광역시 제물포구월미문화로71(북성동1가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"484","엔제리너스(인천)점","인천광역시","제물포구","인천광역시 제물포구월미문화로71(북성동1가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"485","월미도레미","인천광역시","제물포구","인천광역시 제물포구월미문화로35,2층 (북성동1가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"486","F45 합정","서울특별시","마포구","서울특별시 마포구 양화로 85 지하 2층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"487","PROJECT HIN","서울특별시","성동구","서울특별시 성동구 성수이로7길 30 3층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"488","데일리피트니스 24시 성수점","서울특별시","성동구","서울특별시 성동구 뚝섬로 400 뚝섬쇼핑센터 3층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"489","차심 성수","서울특별시","성동구","서울특별시 성동구 아차산로 113 2층 203호","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"490","오클리먼33 바버샵 성수점","서울특별시","성동구","서울특별시 성동구 연무장5가길 7 현대테라스타워 1층 132호","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"491","와이즈현헤어","서울특별시","마포구","서울특별시 마포구 양화로6길 91 3층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"492","이가자헤어비스 홍대점","서울특별시","마포구","서울특별시 마포구 독막로7길 63 2층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"493","바나나성형외과의원","서울특별시","강남구","서울특별시 강남구 도산대로 110 케이비엘센터 3층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"494","고기꾼 김춘배 강남점","서울특별시","강남구","서울특별시 강남구 강남대로100길 13 3층, 4층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"495","파프짐 도곡점","서울특별시","강남구","서울특별시 강남구 언주로30길 27 우성리빙텔 B101","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"496","일공공일 구로오류동점","서울특별시","구로구","서울특별시 구로구 경인로 228 1층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"497","SKY GYM","서울특별시","용산구","서울특별시 용산구 한강대로 273 용산빌딩 B1층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
